"genus","species","subspecies","authority","year"
"Vipera","berus","marasso","POLLINI","1818"
"Vipera","berus","sachalinensis","TZAREVSKY","1917"
"Vipera","darevskii","darevskii","VEDMEDERJA ORLOV & TUNIYEV","1986"
"Vipera","darevskii","kumlutasi","TUNIYEV AVCI TUNIYEV ILGAZ OLGUN PETROVA BODROV GENIEZ & TEYNIE","2018"
"Vipera","darevskii","olguni","TUNIYEV AVCI TUNIYEV AGASIAN & AGASIAN","2012"
"Vipera","darevskii","uzumorum","TUNIYEV AVCI TUNIYEV ILGAZ OLGUN PETROVA BODROV GENIEZ & TEYNIE","2018"
"Vipera","eriwanensis","eriwanensis","REUSS","1933"
"Vipera","eriwanensis","ebneri","KNOEPFFLER & SOCHUREK","1955"
"Vipera","latastei","latastei","BOSCA","1878"
"Vipera","latastei","arundana","MARTINEZ-FREIRIA VELO-ANTON SANTOS & PLEGUEZUELOS in MARTINEZ-FREIRIA et al.","2021"
"Vipera","latastei","gaditana","SAINT GIRONS","1977"
"Vipera","monticola","atlantica","MARTINEZ-FREIRIA LUCCHINI & FREITAS in MARTINEZ-FREIRIA et al.","2021"
"Vipera","monticola","monticola","SAINT-GIRONS","1953"
"Vipera","monticola","saintgironsi","MARTINEZ-FREIRIA FAHD LARBES & BRITO in MARTINEZ-FREIRIA et al.","2021"
"Vipera","renardi","renardi","CHRISTOPH","1861"
"Vipera","renardi","bashkirovi","GARANIN PAVLOV & BAKIEV in BAKIEV et al.","2004"
"Vipera","renardi","parursinii","NILSON & ANDREN","2001"
"Vipera","renardi","puzanovi","KUKUSKIN","2009"
"Vipera","renardi","tienshanica","NILSON & ANDREN","2001"
"Vipera","seoanei","seoanei","LATASTE","1879"
"Vipera","seoanei","cantabrica","BRANA & BAS","1983"
"Vipera","ursinii","macrops","MEHELY","1911"
"Vipera","ursinii","moldavica","NILSON ANDREN & JOGER","1993"
"Vipera","ursinii","rakosiensis","MEHELY","1893"
"Vipera","ursinii","ursinii","BONAPARTE","1835"
"Virginia","valeriae","elegans","KENNICOTT","1859"
"Virginia","valeriae","pulchra","RICHMOND","1954"
"Virginia","valeriae","valeriae","BAIRD & GIRARD","1853"
"Wetmorena","haetianus","haetianus","COCHRAN","1927"
"Wetmorena","haetianus","mylicus","SCHWARTZ","1965"
"Wetmorena","haetianus","surdus","SCHWARTZ","1965"
"Xantusia","riversiana","reticulata","SMITH","1946"
"Xantusia","riversiana","riversiana","COPE","1883"
"Xenocalamus","bicolor","australis","FITZSIMONS","1946"
"Xenocalamus","bicolor","bicolor","GUNTHER","1868"
"Xenocalamus","bicolor","lineatus","ROUX","1907"
"Xenocalamus","bicolor","machadoi","LAURENT","1954"
"Xenocalamus","mechowii","inornatus","WITTE & LAURENT","1947"
"Xenocalamus","mechowii","mechowii","PETERS","1881"
"Xenodon","dorbignyi","chacoensis","LEMA","1994"
"Xenodon","dorbignyi","orientalis","LEMA","1994"
"Xenodon","dorbignyi","uruguayensis","LEMA","1994"
"Xenodon","dorbignyi","dorbignyi","BIBRON in DUMERIL BIBRON & DUMERIL","1854"
"Zamenis","hohenackeri","hohenackeri","STRAUCH","1873"
"Zamenis","hohenackeri","lyciensis","HOFMANN MEBERT SCHULZ HELFENBERGER GOCMEN & BOHME","2018"
"Zamenis","hohenackeri","tauricus","WERNER","1898"
"Zonosaurus","madagascariensis","madagascariensis","GRAY","1845"
"Zonosaurus","madagascariensis","insulanus","BRYGOO","1985"
"Zootoca","vivipara","louislantzi","ARRIBAS","2009"
"Zootoca","vivipara","pannonica","LAC & KLUCH","1968"
"Zootoca","vivipara","vivipara","LICHTENSTEIN","1823"
