"genus","species","subspecies","authority","year"
"Platyceps","karelini","karelini","BRANDT",1838
"Platyceps","karelini","mintonorum","MERTENS",1969
"Platyceps","najadum","atayevi","TUNIYEV & SHAMMAKOV",1993
"Platyceps","najadum","albitemporalis","DAREVSKY & ORLOV",1994
"Platyceps","najadum","dahlii","FITZINGER",1826
"Platyceps","najadum","kalymnensis","SCHNEIDER",1979
"Platyceps","najadum","najadum","EICHWALD",1831
"Platyceps","najadum","schmidtleri","SCHATTI & MCCARTHY",2001
"Platyceps","rhodorachis","subniger","BOETTGER",1893
"Platyceps","rhodorachis","rhodorachis","JAN in FILIPPI",1865
"Platyceps","variabilis","manseri","LEVITON",1986
"Platyceps","variabilis","variabilis","BOULENGER",1905
"Platyceps","ventromaculatus","ventromaculatus","GRAY",1834
"Platyceps","ventromaculatus","bengalensis","KHAN & KHAN",2000
"Platyceps","ventromaculatus","indusai","KHAN & KHAN",2000
"Platyplectrurus","madurensis","madurensis","BEDDOME",1877
"Platyplectrurus","madurensis","ruhunae","DERANIYAGALA",1954
"Platysaurus","intermedius","intermedius","MATSCHIE",1891
"Platysaurus","intermedius","inopinus","JACOBSEN",1994
"Platysaurus","intermedius","natalensis","FITZSIMONS",1948
"Platysaurus","intermedius","nigrescens","BROADLEY",1981
"Platysaurus","intermedius","nyasae","LOVERIDGE",1953
"Platysaurus","intermedius","parvus","BROADLEY",1976
"Platysaurus","intermedius","rhodesianus","FITZSIMONS",1941
"Platysaurus","intermedius","subniger","BROADLEY",1962
"Platysaurus","intermedius","wilhelmi","HEWITT",1909
"Platysaurus","maculatus","maculatus","BROADLEY",1965
"Platysaurus","maculatus","lineicauda","BROADLEY",1965
"Platysaurus","orientalis","orientalis","FITZSIMONS",1941
"Platysaurus","orientalis","fitzsimonsi","LOVERIDGE",1944
"Platysaurus","pungweensis","pungweensis","BROADLEY",1959
"Platysaurus","pungweensis","blakei","BROADLEY",1964
"Plestiodon","anthracinus","anthracinus","BAIRD",1849
"Plestiodon","anthracinus","pluvialis","COPE",1880
"Plestiodon","brevirostris","brevirostris","GUNTHER",1860
"Plestiodon","brevirostris","pineus","AXTELL",1960
"Plestiodon","chinensis","chinensis","GRAY",1838
"Plestiodon","chinensis","daishanensis","MAO",1983
"Plestiodon","chinensis","formosensis","VAN DENBURGH",1912
"Plestiodon","chinensis","pulcher","DUMERIL & BIBRON",1839
"Plestiodon","egregius","egregius","BAIRD",1858
"Plestiodon","egregius","insularis","MOUNT",1965
"Plestiodon","egregius","lividus","MOUNT",1965
"Plestiodon","egregius","onocrepis","COPE",1871
"Plestiodon","egregius","similis","MCCONKEY",1957
"Plestiodon","gilberti","cancellosus","RODGERS & FITCH",1947
"Plestiodon","gilberti","gilberti","VAN DENBURGH",1896
"Plestiodon","gilberti","placerensis","RODGERS",1944
"Plestiodon","gilberti","rubricaudatus","TAYLOR",1936
"Plestiodon","lynxe","lynxe","WIEGMANN",1834
"Plestiodon","lynxe","bellii","GRAY",1845
"Plestiodon","lynxe","furcirostris","COPE",1885
"Plestiodon","multivirgatus","multivirgatus","HALLOWELL",1857
"Plestiodon","multivirgatus","epipleurotus","COPE",1880
"Plestiodon","septentrionalis","obtusirostris","BOCOURT",1879
"Plestiodon","septentrionalis","pallidus","SMITH & SLATER",1949
"Plestiodon","septentrionalis","septentrionalis","BAIRD",1858
"Plestiodon","skiltonianus","interparietalis","TANNER",1958
"Plestiodon","skiltonianus","skiltonianus","BAIRD & GIRARD",1852
"Plestiodon","skiltonianus","utahensis","TANNER",1958
"Plestiodon","skiltonianus","brevipes","COPE",1900
"Plestiodon","tetragrammus","brevilineatus","COPE",1880
"Plestiodon","tetragrammus","tetragrammus","BAIRD",1859
"Pletholax","gracilis","gracilis","COPE",1864
"Pletholax","gracilis","edelensis","STORR",1978
"Plica","umbra","umbra","LINNAEUS",1758
"Plica","umbra","ochrocollaris","SPIX",1825
"Pliocercus","elapoides","aequalis","SALVIN",1861
"Pliocercus","elapoides","diastema","BOCOURT",1886
"Pliocercus","elapoides","elapoides","COPE",1860
"Pliocercus","elapoides","occidentalis","SMITH & LANDY",1965
"Pliocercus","euryzonus","euryzonus","COPE",1862
"Pliocercus","euryzonus","burghardti","SMITH & CHISZAR",1996
"Podarcis","carbonelli","berlengensis","VICENTE",1985
"Podarcis","carbonelli","carbonelli","PEREZ MELLADO",1981
"Podarcis","erhardii","amorgensis","WERNER",1933
"Podarcis","erhardii","biinsulicola","WETTSTEIN",1937
"Podarcis","erhardii","buchholzi","WETTSTEIN",1956
"Podarcis","erhardii","erhardii","BEDRIAGA",1876
"Podarcis","erhardii","kinarensis","WETTSTEIN",1937
"Podarcis","erhardii","levithensis","WETTSTEIN",1937
"Podarcis","erhardii","livadiaca","WERNER",1902
"Podarcis","erhardii","makariaisi","WETTSTEIN",1956
"Podarcis","erhardii","megalophthenae","WETTSTEIN",1937
"Podarcis","erhardii","mykonensis","WERNER",1933
"Podarcis","erhardii","naxensis","WERNER",1899
"Podarcis","erhardii","ophidusae","WETTSTEIN",1937
"Podarcis","erhardii","pachiae","WETTSTEIN",1937
"Podarcis","erhardii","phytiusae","WETTSTEIN",1937
"Podarcis","erhardii","riveti","CHABANAUD",1919
"Podarcis","erhardii","ruthveni","WERNER",1930
"Podarcis","erhardii","subobscura","WETTSTEIN",1937
"Podarcis","erhardii","syrinae","WETTSTEIN",1937
"Podarcis","erhardii","thermiensis","WERNER",1935
"Podarcis","erhardii","thessalica","CYREN",1941
"Podarcis","erhardii","zafranae","WETTSTEIN",1937
"Podarcis","filfolensis","filfolensis","BEDRIAGA",1876
"Podarcis","filfolensis","generalensis","GULIA",1914
"Podarcis","filfolensis","kieselbachi","FEJERVARY",1924
"Podarcis","filfolensis","laurentiimuelleri","FEJERVARY",1924
"Podarcis","filfolensis","maltensis","MERTENS",1921
"Podarcis","guadarramae","guadarramae","BOSCA",1916
"Podarcis","guadarramae","lusitanicus","GENIEZ SA-SOUSA GUILLAUME CLUCHIER CROCHET",2014
"Podarcis","hispanicus","hispanicus","STEINDACHNER",1870
"Podarcis","hispanicus","cebennensis","GUILLAUME & GENIEZ in FRETEY",1986
"Podarcis","hispanicus","sebastiani","KLEMMER",1964
"Podarcis","lilfordi","addayae","EISENTRAUT",1928
"Podarcis","lilfordi","balearica","BEDRIAGA",1879
"Podarcis","lilfordi","brauni","MULLER",1927
"Podarcis","lilfordi","carbonerae","PEREZ MELLADO & SALVADOR",1988
"Podarcis","lilfordi","codrellensis","PEREZ MELLADO & SALVADOR",1988
"Podarcis","lilfordi","colomi","SALVADOR",1980
"Podarcis","lilfordi","conejerae","MULLER",1927
"Podarcis","lilfordi","espongicola","SALVADOR",1979
"Podarcis","lilfordi","estelicola","SALVADOR",1979
"Podarcis","lilfordi","fahrae","MULLER",1927
"Podarcis","lilfordi","fenni","EISENTRAUT",1928
"Podarcis","lilfordi","gigliolii","BEDRIAGA",1879
"Podarcis","lilfordi","hartmanni","WETTSTEIN",1937
"Podarcis","lilfordi","imperialensis","SALVADOR",1979
"Podarcis","lilfordi","jordansi","MULLER",1927
"Podarcis","lilfordi","kuligae","MULLER",1927
"Podarcis","lilfordi","lilfordi","GUNTHER",1874
"Podarcis","lilfordi","nigerrima","SALVADOR",1979
"Podarcis","lilfordi","planae","MULLER",1927
"Podarcis","lilfordi","pobrae","SALVADOR",1979
"Podarcis","lilfordi","porrosicola","PEREZ MELLADO & SALVADOR",1988
"Podarcis","lilfordi","rodriquezi","MULLER",1927
"Podarcis","lilfordi","sargantanae","EISENTRAUT",1928
"Podarcis","lilfordi","toronis","HARTMANN",1953
"Podarcis","lilfordi","xapaticola","SALVADOR",1979
"Podarcis","melisellensis","aeoli","RADOVANOVIC",1959
"Podarcis","melisellensis","bokicae","RADOVANOVIC",1956
"Podarcis","melisellensis","curzolensis","TADDEI",1950
"Podarcis","melisellensis","digenea","WETTSTEIN",1926
"Podarcis","melisellensis","fiumana","WERNER",1891
"Podarcis","melisellensis","gigas","WETTSTEIN",1926
"Podarcis","melisellensis","jidulae","RADOVANOVIC",1959
"Podarcis","melisellensis","kammereri","WETTSTEIN",1926
"Podarcis","melisellensis","kornatica","RADOVANOVIC",1959
"Podarcis","melisellensis","lissana","WERNER",1891
"Podarcis","melisellensis","melisellensis","BRAUN",1877
"Podarcis","melisellensis","mikavicae","RADOVANOVIC",1959
"Podarcis","melisellensis","pomoensis","WETTSTEIN",1926
"Podarcis","melisellensis","thetidis","RADOVANOVIC",1959
"Podarcis","milensis","adolfjordansi","BUCHHOLZ",1962
"Podarcis","milensis","gerakuniae","MULLER",1938
"Podarcis","milensis","milensis","BEDRIAGA",1882
"Podarcis","muralis","albanica","BOLKAY",1919
"Podarcis","muralis","appenninica","TADDEI",1949
"Podarcis","muralis","baldasseronii","TADDEI",1949
"Podarcis","muralis","beccarii","LANZA",1958
"Podarcis","muralis","breviceps","BOULENGER",1905
"Podarcis","muralis","brongniardii","DAUDIN",1802
"Podarcis","muralis","colosii","TADDEI",1949
"Podarcis","muralis","maculiventris","WERNER",1891
"Podarcis","muralis","marcuccii","LANZA",1956
"Podarcis","muralis","muralis","LAURENTI",1768
"Podarcis","muralis","nigriventris","BONAPARTE",1838
"Podarcis","muralis","sammichelii","LANZA",1976
"Podarcis","muralis","tinettoi","TADDEI",1949
"Podarcis","muralis","vinciguerrai","MERTENS",1932
"Podarcis","peloponnesiacus","lais","BUCHHOLZ",1960
"Podarcis","peloponnesiacus","peloponnesiacus","BIBRON & BORY",1833
"Podarcis","peloponnesiacus","thais","BUCHHOLZ",1960
"Podarcis","pityusensis","ahorcadosi","EISENTRAUT",1930
"Podarcis","pityusensis","calaesaladae","MULLER",1928
"Podarcis","pityusensis","canensis","EISENTRAUT",1928
"Podarcis","pityusensis","canaretensis","CIRER",1980
"Podarcis","pityusensis","caragolensis","BUCHHOLZ",1954
"Podarcis","pityusensis","carlkochi","MERTENS & MULLER",1940
"Podarcis","pityusensis","characae","BUCHHOLZ",1954
"Podarcis","pityusensis","formenterae","EISENTRAUT",1928
"Podarcis","pityusensis","frailensis","EISENTRAUT",1928
"Podarcis","pityusensis","gastabiensis","EISENTRAUT",1928
"Podarcis","pityusensis","gorrae","EISENTRAUT",1928
"Podarcis","pityusensis","hedwigkamerae","MULLER",1927
"Podarcis","pityusensis","hortae","BUCHHOLZ",1954
"Podarcis","pityusensis","kameriana","MERTENS",1927
"Podarcis","pityusensis","maluquerorum","MERTENS",1921
"Podarcis","pityusensis","muradae","EISENTRAUT",1928
"Podarcis","pityusensis","negrae","EISENTRAUT",1928
"Podarcis","pityusensis","pityusensis","BOSCA",1833
"Podarcis","pityusensis","ratae","EISENTRAUT",1928
"Podarcis","pityusensis","redonae","EISENTRAUT",1928
"Podarcis","pityusensis","schreitmuelleri","MULLER",1927
"Podarcis","pityusensis","tagomagensis","MULLER",1927
"Podarcis","pityusensis","torretensis","BUCHHOLZ",1954
"Podarcis","pityusensis","vedrae","MULLER",1927
"Podarcis","raffonei","alvearioi","MERTENS",1955
"Podarcis","raffonei","antoninoi","MERTENS",1955
"Podarcis","raffonei","raffonei","MERTENS",1952
"Podarcis","siculus","aemiliani","CAPOLONGO",1984
"Podarcis","siculus","albiventris","BONAPARTE",1838
"Podarcis","siculus","amparoae","CAPOLONGO",1979
"Podarcis","siculus","astorgae","MERTENS",1937
"Podarcis","siculus","bagnolensis","MERTENS",1937
"Podarcis","siculus","bolei","BRELIH",1961
"Podarcis","siculus","calabra","TADDEI",1949
"Podarcis","siculus","calabresiae","TADDEI",1949
"Podarcis","siculus","campana","TADDEI",1949
"Podarcis","siculus","campestris","DE BETTA",1857
"Podarcis","siculus","caporiaccoi","TADDEI",1949
"Podarcis","siculus","catanensis","TADDEI",1949
"Podarcis","siculus","cattaroi","TADDEI",1950
"Podarcis","siculus","cerbolensis","TADDEI",1949
"Podarcis","siculus","ciclopica","TADDEI",1949
"Podarcis","siculus","coeruleus","EIMER",1872
"Podarcis","siculus","dupinici","RADOVANOVIC",1956
"Podarcis","siculus","fasciatus","RADOVANOVIC",1956
"Podarcis","siculus","fiumanoideus","BRELIH",1963
"Podarcis","siculus","flavigulus","MERTENS",1937
"Podarcis","siculus","gallensis","EIMER",1881
"Podarcis","siculus","hadzii","BRELIH",1961
"Podarcis","siculus","hieroglyphicus","BERTHOLD",1840
"Podarcis","siculus","insularus","MERTENS",1937
"Podarcis","siculus","klemmeri","LANZA & CAPOLONGO",1972
"Podarcis","siculus","laganjensis","RADOVANOVIC",1956
"Podarcis","siculus","lanzai","MERTENS",1967
"Podarcis","siculus","latastei","BEDRIAGA",1879
"Podarcis","siculus","massinei","MERTENS",1961
"Podarcis","siculus","medemi","MERTENS",1942
"Podarcis","siculus","mediofasciatus","RADOVANOVIC",1959
"Podarcis","siculus","muelleri","TADDEI",1949
"Podarcis","siculus","monaconensis","EIMER",1881
"Podarcis","siculus","nikolici","BRELIH",1961
"Podarcis","siculus","palmarolae","MERTENS",1967
"Podarcis","siculus","parkeri","MERTENS",1926
"Podarcis","siculus","pasquinii","LANZA",1967
"Podarcis","siculus","patrizii","LANZA",1952
"Podarcis","siculus","paulae","LANZA ADRIANI & ROMITI",1971
"Podarcis","siculus","pirosoensis","MERTENS",1937
"Podarcis","siculus","polenci","BRELIH",1961
"Podarcis","siculus","premudanus","RADOVANOVIC",1959
"Podarcis","siculus","premudensis","RADOVANOVIC",1959
"Podarcis","siculus","pretneri","BRELIH",1961
"Podarcis","siculus","radovanovici","BRELIH",1961
"Podarcis","siculus","ragusae","WETTSTEIN",1931
"Podarcis","siculus","roberti","TADDEI",1949
"Podarcis","siculus","salfii","LANZA",1954
"Podarcis","siculus","samogradi","RADOVANOVIC",1956
"Podarcis","siculus","sanctinicolai","TADDEI",1949
"Podarcis","siculus","sanctistephani","MERTENS",1926
"Podarcis","siculus","scopelicus","TADDEI",1950
"Podarcis","siculus","siculus","RAFINESQUE-SCHMALTZ",1810
"Podarcis","siculus","strombolensis","TADDEI",1949
"Podarcis","siculus","tyrrhenicus","MERTENS",1932
"Podarcis","siculus","vesseljuchi","RADOVANOVIC",1959
"Podarcis","siculus","zeii","BRELIH",1961
"Podarcis","tauricus","ionicus","LEHRS",1902
"Podarcis","tauricus","tauricus","PALLAS",1814
"Podarcis","tiliguerta","contii","LANZA & BRIZZI",1977
"Podarcis","tiliguerta","eiselti","LANZA",1972
"Podarcis","tiliguerta","granchii","LANZA & BRIZZI",1974
"Podarcis","tiliguerta","grandisonae","LANZA",1972
"Podarcis","tiliguerta","maresi","LANZA",1972
"Podarcis","tiliguerta","pardii","LANZA & BRIZZI",1974
"Podarcis","tiliguerta","ranzii","LANZA",1966
"Podarcis","tiliguerta","rodulphisimonii","BRIZZI & LANZA",1975
"Podarcis","tiliguerta","tiliguerta","GMELIN",1789
"Podarcis","tiliguerta","toro","MERTENS",1932
"Pogona","minor","minor","STERNFELD",1919
"Pogona","minor","minima","LOVERIDGE",1933
"Polemon","collaris","brevior","WITTE & LAURENT",1947
"Polemon","collaris","collaris","PETERS",1881
"Polemon","collaris","longior","WITTE & LAURENT",1947
"Polemon","fulvicollis","fulvicollis","MOCQUARD",1887
"Polemon","fulvicollis","laurenti","RESETAR & MARX",1981
"Polemon","gabonensis","gabonensis","DUMERIL",1856
"Polemon","gabonensis","schmidti","WITTE & LAURENT",1947
"Porthidium","lansbergii","hutmanni","SANDNER-MONTILLA",1989
"Porthidium","lansbergii","lansbergii","SCHLEGEL",1841
"Porthidium","lansbergii","rozei","PETERS",1968
"Potamites","strangulatus","strangulatus","COPE",1868
"Potamites","strangulatus","trachodus","UZZELL",1966
"Pristurus","carteri","tuberculatus","PARKER",1931
"Pristurus","carteri","carteri","GRAY",1863
"Pristurus","rupestris","guweirensis","HAAS",1943
"Pristurus","rupestris","rupestris","BLANFORD",1874
"Prosymna","ambigua","ambigua","BOCAGE",1873
"Prosymna","ambigua","bocagii","BOULENGER",1897
"Prosymna","greigerti","greigerti","MOCQUARD",1906
"Prosymna","greigerti","collaris","STERNFELD",1908
"Protobothrops","flavoviridis","flavoviridis","HALLOWELL",1861
"Protobothrops","flavoviridis","tinkhami","GLOYD",1955
"Protobothrops","jerdonii","jerdonii","GUNTHER",1875
"Protobothrops","jerdonii","bourreti","KLEMMER",1963
"Protobothrops","jerdonii","xanthomelas","GUNTHER",1889
"Psammodromus","algirus","algirus","LINNAEUS",1758
"Psammodromus","algirus","doriae","BEDRIAGA",1886
"Psammodromus","algirus","nollii","FISCHER",1887
"Psammodromus","algirus","ketamensis","GALAN",1931
"Psammodynastes","pulverulentus","papenfussi","ZHAO",1995
"Psammodynastes","pulverulentus","pulverulentus","BOIE",1827
"Psammophis","elegans","univittatus","PERRET",1961
"Psammophis","elegans","elegans","SHAW",1802
"Psammophis","praeornatus","gribinguiensis","ANGEL",1921
"Psammophis","praeornatus","praeornatus","SCHLEGEL",1837
"Psammophis","punctulatus","punctulatus","DUMERIL BIBRON & BIBRON",1854
"Psammophis","punctulatus","trivirgatus","PETERS",1878
"Psammophis","rukwae","leucogaster","SPAWLS",1983
"Psammophis","rukwae","rukwae","BROADLEY",1966
"Psammophylax","tritaeniatus","tritaeniatus","GUNTHER",1868
"Psammophylax","tritaeniatus","subniger","LAURENT",1956
"Psammophylax","variabilis","variabilis","GUNTHER",1893
"Psammophylax","tritaeniatus","vanoyei","LAURENT 240",1956
"Pseudagkistrodon","rudis","multiprefrontalis","ZHAO & JIANG",1981
"Pseudagkistrodon","rudis","rudis","BOULENGER",1906
"Pseudalsophis","biserialis","biserialis","GUNTHER",1860
"Pseudalsophis","biserialis","eibli","MERTENS",1960
"Pseudalsophis","elegans","elegans","TSCHUDI",1845
"Pseudalsophis","elegans","rufodorsatus","GUNTHER",1858
"Pseudelaphe","flavirufa","flavirufa","COPE",1866
"Pseudelaphe","flavirufa","matudai","SMITH",1941
"Pseudelaphe","flavirufa","pardalina","PETERS",1868
"Pseuderemias","striatus","gardoensis","ARILLO BALLETTO & SPANO",1965
"Pseuderemias","striatus","striatus","PETERS",1874
"Pseudocordylus","microlepidotus","microlepidotus","CUVIER",1829
"Pseudocordylus","microlepidotus","fasciatus","SMITH",1838
"Pseudocordylus","microlepidotus","namaquensis","HEWITT",1927
"Pseudoeryx","plicatilis","mimeticus","COPE",1885
"Pseudoeryx","plicatilis","plicatilis","LINNAEUS",1758
"Pseudogonatodes","guianensis","amazonicus","VANZOLINI",1967
"Pseudogonatodes","guianensis","guianensis","PARKER",1935
"Pseudonaja","affinis","affinis","GUNTHER",1872
"Pseudonaja","affinis","exilis","STORR",1989
"Pseudonaja","affinis","tanneri","WORRELL",1961
"Pseudopus","apodus","thracius","OBST",1978
"Pseudopus","apodus","apodus","PALLAS",1775
"Pseudotrapelus","sinaitus","sinaitus","HEYDEN",1827
"Pseudotrapelus","sinaitus","werneri","MORAVEC",2002
"Pseudoxenodon","inornatus","jacobsonii","LIDTH DE JEUDE",1922
"Pseudoxenodon","inornatus","inornatus","BOIE",1827
"Pseudoxenodon","inornatus","buettikoferi","BRONGERSMA & HELLE",1951
"Pseudoxenodon","karlschmidti","karlschmidti","POPE",1935
"Pseudoxenodon","karlschmidti","popei","GRESSITT",1936
"Pseudoxenodon","karlschmidti","sinii","FAN",1931
"Pseudoxenodon","macrops","macrops","BLYTH",1855
"Pseudoxenodon","macrops","fukienensis","POPE",1928
"Pseudoxenodon","macrops","sinensis","BOULENGER",1904
"Pseudoxenodon","stejnegeri","stejnegeri","BARBOUR",1908
"Pseudoxenodon","stejnegeri","striaticaudatus","POPE",1928
"Ptenopus","garrulus","maculatus","GRAY",1866
"Ptenopus","garrulus","garrulus","A. SMITH",1849
"Ptyodactylus","hasselquistii","krameri","WERNER",1995
"Ptyodactylus","hasselquistii","hasselquistii","DONNDORFF",1798
"Pygomeles","trivittatus","trilineatus","ANGEL",1942
"Pygomeles","trivittatus","trivittatus","BOULENGER",1896
"Python","bivittatus","progschai","JACOBS AULYIA & BOHME",2009
"Python","bivittatus","bivittatus","KUHL",1820
"Rena","dulcis","dulcis","BAIRD & GIRARD",1853
"Rena","dulcis","rubellum","GARMAN",1884
"Rena","humilis","cahuilae","KLAUBER",1939
"Rena","humilis","chihuahuaensis","TANNER",1985
"Rena","humilis","humilis","BAIRD & GIRARD",1853
"Rena","humilis","utahensis","TANNER",1938
"Rhabdophis","auriculata","auriculata","GUNTHER",1858
"Rhabdophis","auriculata","myersi","LEVITON",1970
"Rhabdophis","plumbicolor","plumbicolor","CANTOR",1839
"Rhabdophis","plumbicolor","palabriya","DERANIYAGALA",1955
"Rhabdophis","subminiatus","subminiatus","SCHLEGEL",1837
"Rhabdophis","subminiatus","helleri","SCHMIDT",1925
"Rhabdophis","tigrinus","tigrinus","BOIE",1826
"Rhabdophis","tigrinus","formosanus","MAKI",1931
"Rhacodactylus","leachianus","aubrianus","BOCAGE",1873
"Rhacodactylus","leachianus","henkeli","SEIPP & OBST",1994
"Rhacodactylus","leachianus","leachianus","CUVIER",1829
"Rhadinaea","taeniata","aemula","BAILEY",1940
"Rhadinaea","taeniata","taeniata","PETERS",1863
"Rhadinella","godmani","godmani","GUNTHER",1865
"Rhadinella","godmani","zilchi","MERTENS",1952
"Rhamnophis","aethiopissa","aethiopissa","GUNTHER",1862
"Rhamnophis","aethiopissa","ituriensis","SCHMIDT",1923
"Rhamnophis","aethiopissa","elgonensis","LOVERIDGE",1929
"Rieppeleon","kerstenii","kerstenii","PETERS",1868
"Rieppeleon","kerstenii","robecchii","BOULENGER",1891
"Salvadora","grahamiae","grahamiae","BAIRD & GIRARD",1853
"Salvadora","grahamiae","lineata","SCHMIDT",1940
"Salvadora","hexalepis","mojavensis","BOGERT",1945
"Salvadora","hexalepis","hexalepis","COPE",1867
"Salvadora","hexalepis","virgultea","BOGERT",1936
"Salvator","merianae","merianae","DUMERIL & BIBRON",1839
"Salvator","merianae","buzioensis","MULLER",1968
"Salvator","merianae","sebastiani","MULLER",1968
"Sauromalus","ater","ater","DUMERIL",1856
"Sauromalus","ater","shawi","CLIFF",1958
"Sauromalus","ater","multiforaminatus","TANNER & AVERY",1964
"Sauromalus","ater","townsendi","DICKERSON",1919
"Sauromalus","ater","tumidus","SHAW",1945
"Scaphiodontophis","annulatus","annulatus","DUMERIL BIBRON & DUMERIL",1854
"Scaphiodontophis","annulatus","dugandi","ROZE",1969
"Scaphiodontophis","annulatus","nothus","TAYLOR & SMITH",1943
"Scaphiodontophis","annulatus","hondurensis","SCHMIDT",1936
"Scelarcis","perspicillata","chabanaudi","WERNER",1931
"Scelarcis","perspicillata","pellegrini","WERNER",1929
"Scelarcis","perspicillata","perspicillata","DUMERIL & BIBRON",1839
"Sceloporus","aeneus","aeneus","WIEGMANN",1828
"Sceloporus","aeneus","subniger","POGLAYEN & SMITH",1958
"Sceloporus","clarkii","boulengeri","STEJNEGER",1893
"Sceloporus","clarkii","clarkii","BAIRD & GIRARD",1852
"Sceloporus","clarkii","uriquensis","TANNER & ROBISON",1959
"Sceloporus","clarkii","vallaris","SHANNON & URBANO",1954
"Sceloporus","graciosus","gracilis","BAIRD & GIRARD",1852
"Sceloporus","graciosus","graciosus","BAIRD & GIRARD",1852
"Sceloporus","graciosus","vandenburgianus","COPE",1896
"Sceloporus","grammicus","disparilis","STEJNEGER",1916
"Sceloporus","grammicus","grammicus","WIEGMANN",1828
"Sceloporus","grammicus","microlepidotus","WIEGMANN",1834
"Sceloporus","grammicus","tamaulipensis","SITES & DIXON",1981
"Sceloporus","horridus","horridus","WIEGMANN",1834
"Sceloporus","horridus","oligoporus","COPE",1864
"Sceloporus","jarrovii","jarrovii","COPE",1875
"Sceloporus","jarrovii","lineolateralis","SMITH",1936
"Sceloporus","lundelli","gaigeae","SMITH",1939
"Sceloporus","lundelli","lundelli","SMITH",1939
"Sceloporus","magister","cephaloflavus","TANNER",1955
"Sceloporus","magister","magister","HALLOWELL",1854
"Sceloporus","magister","montserratensis","VAN DENBURGH & SLEVIN",1921
"Sceloporus","magister","transversus","PHELAN & BRATTSTROM",1955
"Sceloporus","megalepidurus","megalepidurus","SMITH",1934
"Sceloporus","megalepidurus","pictus","SMITH",1936
"Sceloporus","melanorhinus","calligaster","SMITH",1942
"Sceloporus","melanorhinus","melanorhinus","BOCOURT",1876
"Sceloporus","melanorhinus","stuarti","SMITH",1948
"Sceloporus","merriami","annulatus","SMITH",1937
"Sceloporus","merriami","australis","WILLIAMS SMITH & CHRAPLIWY",1960
"Sceloporus","merriami","ballingeri","LEMOS-ESPINAL SMITH AUTH & CHISZAR",2001
"Sceloporus","merriami","longipunctatus","OLSON",1973
"Sceloporus","merriami","merriami","STEJNEGER",1904
"Sceloporus","merriami","sanojae","LEMOS-ESPINAL in SMITH LEMOS-ESPINAL & CHISZAR",2003
"Sceloporus","merriami","williamsi","LEMOS-ESPINAL CHISZAR & SMITH",2000
"Sceloporus","minor","cyaneus","TREVINO-SALDANA",1988
"Sceloporus","minor","erythrocyaneus","MERTENS",1950
"Sceloporus","minor","immucronatus","SMITH",1936
"Sceloporus","minor","minor","COPE",1885
"Sceloporus","mucronatus","mucronatus","COPE",1885
"Sceloporus","mucronatus","olsoni","WEBB LEMOS-ESPINAL & SMITH",2002
"Sceloporus","nelsoni","nelsoni","COCHRAN",1923
"Sceloporus","nelsoni","barrancorum","TANNER & ROBISON",1960
"Sceloporus","occidentalis","biseriatus","HALLOWELL",1854
"Sceloporus","occidentalis","bocourtii","BOULENGER",1885
"Sceloporus","occidentalis","longipes","BAIRD",1859
"Sceloporus","occidentalis","occidentalis","BAIRD & GIRARD",1852
"Sceloporus","occidentalis","taylori","CAMP",1916
"Sceloporus","parvus","parvus","SMITH",1934
"Sceloporus","parvus","scutulatus","SMITH",1937
"Sceloporus","poinsettii","poinsettii","BAIRD & GIRARD",1852
"Sceloporus","poinsettii","amydrus","WEBB",2006
"Sceloporus","poinsettii","axtelli","WEBB",2006
"Sceloporus","poinsettii","macrolepis","SMITH & CHRAPLIWY",1958
"Sceloporus","poinsettii","polylepis","SMITH & CHRAPLIWY",1958
"Sceloporus","serrifer","prezygus","SMITH",1942
"Sceloporus","serrifer","serrifer","COPE",1866
"Sceloporus","spinosus","apicalis","SMITH & SMITH",1951
"Sceloporus","spinosus","caeruleopunctatus","SMITH",1938
"Sceloporus","spinosus","spinosus","WIEGMANN",1828
"Sceloporus","taeniocnemis","taeniocnemis","COPE",1885
"Sceloporus","taeniocnemis","hartwegi","STUART",1971
"Sceloporus","torquatus","torquatus","WIEGMANN",1828
"Sceloporus","torquatus","binocularis","DUNN",1936
"Sceloporus","torquatus","madrensis","OLSON",1986
"Sceloporus","torquatus","melanogaster","COPE",1885
"Sceloporus","torquatus","mikeprestoni","SMITH & ALVAREZ",1976
"Sceloporus","undulatus","elongatus","STEJNEGER",1890
"Sceloporus","undulatus","erythrocheilus","MASLIN",1956
"Sceloporus","undulatus","garmani","BOULENGER",1882
"Sceloporus","undulatus","hyacinthinus","GREEN",1818
"Sceloporus","undulatus","speari","SMITH CHISZAR LEMOS-ESPINAL",1995
"Sceloporus","undulatus","tedbrowni","SMITH BELL APPLEGARTH & CHISZAR",1992
"Sceloporus","undulatus","undulatus","BOSC & DAUDIN",1801
"Sceloporus","zosteromus","zosteromus","COPE",1863
"Sceloporus","zosteromus","monserratensis","VAN DENBURGH & SLEVIN",1921
"Sceloporus","zosteromus","rufidorsum","YARROW",1882
"Scelotes","limpopoensis","albiventris","JACOBSEN",1987
"Scelotes","limpopoensis","limpopoensis","FITZSIMONS",1930
"Scincella","assata","assata","COPE",1864
"Scincella","assata","taylori","OLIVER",1937
"Scincella","cherriei","cherriei","COPE",1893
"Scincella","cherriei","ixbaac","STUART",1940
